obligation_id,article,paragraph,point,actor,obligation_type,risk_tier,summary,quote,applies_from,applies_from_basis,transitional_note,penalty_basis,legal_practice_relevance,legal_practice_note,cross_references,url,applies_from_as_enacted,applies_from_basis_as_enacted,text_amended_since_coding,coded_from
art-16-0-g-eu-declaration,16,,g,"[""provider""]",conformity-assessment,high-risk,Providers must draw up an EU declaration of conformity in accordance with Article 47.,"""draw up an EU declaration of conformity in accordance with Article 47;""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,"Direct for legal-AI vendors where the system is high-risk under Annex III point 8, including AI used by or for judicial authorities or similarly in ADR.","[""Art. 47"", ""Annex III point 8""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_16,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-16-0-h-ce-marking,16,,h,"[""provider""]",conformity-assessment,high-risk,"Providers must affix CE marking to the high-risk AI system, packaging or documentation to indicate conformity with this Regulation.","""affix the CE marking to the high-risk AI system or, where that is not possible, on its packaging or its accompanying documentation, to indicate conformity with this Regulation, in accordance with Article 48;""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,"Direct for legal-AI vendors where the system is high-risk under Annex III point 8, including AI used by or for judicial authorities or similarly in ADR.","[""Art. 48"", ""Annex III point 8""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_16,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-16-0-i-registration-obligations,16,,i,"[""provider""]",registration,high-risk,Providers must comply with the Article 49(1) registration obligations for high-risk AI systems.,"""comply with the registration obligations referred to in Article 49(1);""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,"Direct for legal-AI vendors where the system is high-risk under Annex III point 8, including AI used by or for judicial authorities or similarly in ADR.","[""Art. 49(1)"", ""Annex III point 8""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_16,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-16-0-j-corrective-actions-information,16,,j,"[""provider""]",monitoring,high-risk,Providers must take necessary corrective actions and provide required information under Article 20.,"""take the necessary corrective actions and provide information as required in Article 20;""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,"Direct for legal-AI vendors where the system is high-risk under Annex III point 8, including AI used by or for judicial authorities or similarly in ADR.","[""Art. 20"", ""Annex III point 8""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_16,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-16-0-k-demonstrate-conformity,16,,k,"[""provider""]",cooperation-with-authorities,high-risk,Providers must demonstrate conformity with Section 2 requirements upon a reasoned request from a national competent authority.,"""upon a reasoned request of a national competent authority, demonstrate the conformity of the high-risk AI system with the requirements set out in Section 2;""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,"Direct for legal-AI vendors where the system is high-risk under Annex III point 8, including AI used by or for judicial authorities or similarly in ADR.","[""Chapter III Section 2"", ""Annex III point 8""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_16,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-16-0-l-accessibility-requirements,16,,l,"[""provider""]",requirement,high-risk,Providers must ensure high-risk AI systems comply with accessibility requirements under Directives (EU) 2016/2102 and (EU) 2019/882.,"""ensure that the high-risk AI system complies with accessibility requirements in accordance with Directives (EU) 2016/2102 and (EU) 2019/882.""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,"Direct for legal-AI vendors where the system is high-risk under Annex III point 8, including AI used by or for judicial authorities or similarly in ADR.","[""Directive (EU) 2016/2102"", ""Directive (EU) 2019/882"", ""Annex III point 8""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_16,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-17-1-qms-documented-system,17,1,,"[""provider""]",quality-management,high-risk,"Providers must put in place a documented, systematic and orderly quality management system that ensures compliance with the Regulation.","""Providers of high-risk AI systems shall put a quality management system in place that ensures compliance with this Regulation. That system shall be documented in a systematic and orderly manner in the form of written policies, procedures and instructions, and shall include at least the following aspects:""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,"Direct for legal-AI vendors where the system is high-risk under Annex III point 8, including AI used by or for judicial authorities or similarly in ADR.","[""Art. 16(c)"", ""Annex III point 8""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_17,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-17-1-a-regulatory-strategy,17,1,a,"[""provider""]",quality-management,high-risk,"The quality management system must include a regulatory compliance strategy, including conformity assessment and modification-management procedures.","""a strategy for regulatory compliance, including compliance with conformity assessment procedures and procedures for the management of modifications to the high-risk AI system;""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,Legal-AI vendors need a compliance strategy for high-risk legal systems and changes that may affect conformity.,"[""Art. 43"", ""Art. 16(c)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_17,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-17-1-b-d-design-development-testing,17,1,b-d,"[""provider""]",quality-management,high-risk,"The quality management system must cover design control and verification, development quality control and assurance, and examination, testing and validation procedures and frequency.","""techniques, procedures and systematic actions to be used for the design, design control and design verification of the high-risk AI system;""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,Direct for legal-AI vendors engineering and testing systems used in judicial or legal decision-support contexts.,"[""Art. 17(1)(b)-(d)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_17,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-17-1-e-technical-specifications,17,1,e,"[""provider""]",quality-management,high-risk,"The quality management system must identify technical specifications and standards, or other means, used to ensure compliance with Section 2 requirements.","""technical specifications, including standards, to be applied and, where the relevant harmonised standards are not applied in full or do not cover all of the relevant requirements set out in Section 2, the means to be used to ensure that the high-risk AI system complies with those requirements;""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),medium,Relevant to legal-AI vendors selecting standards or controls for high-risk legal systems.,"[""Chapter III Section 2"", ""Art. 40""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_17,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-17-1-f-g-data-risk-systems,17,1,f-g,"[""provider""]",quality-management,high-risk,The quality management system must include data-management systems and procedures and the Article 9 risk management system.,"""systems and procedures for data management, including data acquisition, data collection, data analysis, data labelling, data storage, data filtration, data mining, data aggregation, data retention and any other operation regarding the data that is performed before and for the purpose of the placing on the market or the putting into service of high-risk AI systems;""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,Critical for legal-AI vendors managing legal datasets and fundamental-rights risks.,"[""Art. 9"", ""Art. 10"", ""Art. 16(c)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_17,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-17-1-h-i-post-market-incidents,17,1,h-i,"[""provider""]",quality-management,high-risk,The quality management system must include post-market monitoring and serious-incident reporting procedures.,"""the setting-up, implementation and maintenance of a post-market monitoring system, in accordance with Article 72;""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,"Relevant to legal-AI vendors after deployment in law firms, courts or public bodies where incidents may affect rights.","[""Art. 72"", ""Art. 73""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_17,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-17-1-j-m-communications-records-resources-accountability,17,1,j-m,"[""provider""]",quality-management,high-risk,"The quality management system must cover communications with authorities, notified bodies and stakeholders, record-keeping, resource management and management/staff accountability.","""the handling of communication with national competent authorities, other relevant authorities, including those providing or supporting the access to data, notified bodies, other operators, customers or other interested parties;""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),medium,"Relevant to legal-AI vendors maintaining authority-facing records, support processes and accountable governance.","[""Art. 17(1)(j)-(m)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_17,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-17-2-proportionate-implementation,17,2,,"[""provider""]",quality-management,high-risk,Quality management aspects must be implemented proportionately to provider size while preserving the rigour and protection needed for high-risk AI compliance.,"""The implementation of the aspects referred to in paragraph 1 shall be proportionate to the size of the provider’s organisation. Providers shall, in any event, respect the degree of rigour and the level of protection required to ensure the compliance of their high-risk AI systems with this Regulation.""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),medium,Important for SME legal-AI vendors because proportionality does not reduce the required protection level.,"[""Art. 16(c)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_17,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-17-3-sectoral-qms-integration,17,3,,"[""provider""]",quality-management,high-risk,Providers subject to quality management obligations under sectoral Union law may include Article 17 aspects in those sectoral quality management systems.,"""Providers of high-risk AI systems that are subject to obligations regarding quality management systems or an equivalent function under relevant sectoral Union law may include the aspects listed in paragraph 1 as part of the quality management systems pursuant to that law.""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),low,Mostly relevant where legal-AI providers are already regulated under sectoral Union quality-management regimes.,"[""Art. 16(c)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_17,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-17-4-financial-institutions-qms,17,4,,"[""provider""]",quality-management,high-risk,"For financial-institution providers subject to Union financial-services governance rules, the quality management obligation is deemed fulfilled except for risk management, post-market monitoring and incident reporting points.","""For providers that are financial institutions subject to requirements regarding their internal governance, arrangements or processes under Union financial services law, the obligation to put in place a quality management system, with the exception of paragraph 1, points (g), (h) and (i) of this Article, shall be deemed to be fulfilled by complying with the rules on internal governance arrangements or processes""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),low,Relevant to legal-AI only where a financial institution provides high-risk AI; less direct to law firms or courts.,"[""Art. 17(1)(g)-(i)"", ""Art. 40""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_17,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-18-1-ten-year-documentation,18,1,,"[""provider""]",documentation,high-risk,"Providers must keep specified technical, quality-management, notified-body, certificate and EU declaration documentation available to national competent authorities for 10 years after market placement or putting into service.","""The provider shall, for a period ending 10 years after the high-risk AI system has been placed on the market or put into service, keep at the disposal of the national competent authorities:""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,Legal-AI vendors must retain compliance documentation for high-risk systems used by courts or legal actors.,"[""Art. 11"", ""Art. 17"", ""Art. 47""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_18,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-18-2-bankruptcy-documentation-conditions,18,2,,"[""member-state""]",governance-institutional,high-risk,Member States must determine conditions ensuring Article 18 documentation remains available for the required period if a local provider or authorised representative becomes bankrupt or ceases activity.,"""Each Member State shall determine conditions under which the documentation referred to in paragraph 1 remains at the disposal of the national competent authorities for the period indicated in that paragraph for the cases when a provider or its authorised representative established on its territory goes bankrupt or ceases its activity prior to the end of that period.""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,,low,Primarily institutional or governance machinery; legal practices are affected only indirectly.,"[""Art. 18(1)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_18,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-18-3-financial-institution-documentation,18,3,,"[""provider""]",documentation,high-risk,Financial-institution providers subject to Union financial-services governance requirements must maintain technical documentation as part of the documentation kept under that law.,"""Providers that are financial institutions subject to requirements regarding their internal governance, arrangements or processes under Union financial services law shall maintain the technical documentation as part of the documentation kept under the relevant Union financial services law.""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),low,Relevant only where a financial institution is the high-risk AI provider.,"[""Art. 11""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_18,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-19-1-provider-log-retention,19,1,,"[""provider""]",record-keeping,high-risk,Providers must keep automatically generated high-risk AI system logs under their control for a period appropriate to intended purpose and at least six months unless other law provides otherwise.,"""Providers of high-risk AI systems shall keep the logs referred to in Article 12(1), automatically generated by their high-risk AI systems, to the extent such logs are under their control. Without prejudice to applicable Union or national law, the logs shall be kept for a period appropriate to the intended purpose of the high-risk AI system, of at least six months, unless provided otherwise in the applicable Union""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,"Direct for legal-AI vendors controlling logs; logs may support incident analysis, audits and challenges to legal AI use.","[""Art. 12(1)"", ""Art. 26(6)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_19,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-19-2-financial-institution-logs,19,2,,"[""provider""]",record-keeping,high-risk,Financial-institution providers subject to Union financial-services governance requirements must maintain automatically generated high-risk AI logs as part of documentation kept under that law.,"""Providers that are financial institutions subject to requirements regarding their internal governance, arrangements or processes under Union financial services law shall maintain the logs automatically generated by their high-risk AI systems as part of the documentation kept under the relevant financial services law.""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),low,Relevant only where a financial institution is the high-risk AI provider.,"[""Art. 12(1)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_19,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-20-1-corrective-actions,20,1,,"[""provider""]",monitoring,high-risk,"Providers that consider or have reason to consider their high-risk AI system non-conforming must immediately take corrective actions, including conformity, withdrawal, disabling or recall, and inform relevant operators.","""Providers of high-risk AI systems which consider or have reason to consider that a high-risk AI system that they have placed on the market or put into service is not in conformity with this Regulation shall immediately take the necessary corrective actions to bring that system into conformity, to withdraw it, to disable it, or to recall it, as appropriate. They shall inform the distributors of the high-risk AI""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,Legal-AI vendors must act and inform legal deployers or distributors when a high-risk legal system is non-conforming.,"[""Art. 16(j)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_20,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-20-2-risk-investigation-information,20,2,,"[""provider"", ""deployer"", ""market-surveillance-authority"", ""notified-body""]",monitoring,high-risk,"When a high-risk AI system presents an Article 79(1) risk and the provider becomes aware, it must immediately investigate causes with the reporting deployer where applicable and inform authorities and notified bodies.","""Where the high-risk AI system presents a risk within the meaning of Article 79(1) and the provider becomes aware of that risk, it shall immediately investigate the causes, in collaboration with the reporting deployer, where applicable, and inform the market surveillance authorities competent for the high-risk AI system concerned and, where applicable, the notified body that issued a certificate for that high-risk""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,Relevant where legal-AI deployers report risks affecting rights or proceedings and vendors must investigate and notify.,"[""Art. 79(1)"", ""Art. 44"", ""Art. 16(j)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_20,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
art-21-1-information-documentation-authorities,21,1,,"[""provider"", ""national-competent-authority""]",cooperation-with-authorities,high-risk,"Providers must, upon reasoned request, give competent authorities all information and documentation necessary to demonstrate Section 2 conformity in an easily understood official Union language indicated by the Member State.","""Providers of high-risk AI systems shall, upon a reasoned request by a competent authority, provide that authority all the information and documentation necessary to demonstrate the conformity of the high-risk AI system with the requirements set out in Section 2, in a language which can be easily understood by the authority in one of the official languages of the institutions of the Union as indicated by the Member""",2027-12-02,"Regulation (EU) 2026/1744 (Digital Omnibus on AI), Art. 1(40), amending Art. 113(c)(i): Art. 6(2)/Annex III high-risk",Art. 111(2): high-risk AI systems placed on the market or put into service before 2026-08-02 are covered only if they are subject to significant design changes from that date; providers and deployers of high-risk AI systems intended for public authorities must take necessary steps to comply by 2030-08-02. Art. 113(c) separately applies Article 6(1) and corresponding obligations from 2027-08-02. Date deferred by Regulation (EU) 2026/1744 (in force 27 July 2026); as enacted: 2026-08-02 (Art. 113 second subparagraph).,Art. 99(4),high,"Legal-AI vendors may need authority-ready documentation for systems used by courts, public bodies or regulated legal contexts.","[""Chapter III Section 2""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_21,2026-08-02,Art. 113 second subparagraph,False,enacted-2024
